"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"30610-2584","1","Zoox, Inc.","1-Day","","","MAR-2022","5TDDCRFH5GS"," ","N/A","Toyota","Highlander"," ","2016"," ","1ccf97db22289e8","72592"," ","In-Vehicle (Commercial / Test)","62.22.03.22"," "," ","Yes","ADS","Zoox"," "," "," "," "," ","Y"," "," ","","MAR-2022"," ","MAR-2022","15:00"," ","50de63f80743bbd","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","15"," ","Daylight","Y"," "," "," "," "," "," "," ","","Non-Motorist: Other","Minor","Unknown","Proceeding Straight","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","No","No","Yes","2"," "," "," "," "," "," "," ","Y"," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","No",""," ","No",""," ",""," ",""," ","Yes"," ","A Zoox vehicle in manual mode was proceeding with the right of way through a four-way stop, when a person operating an electric scooter failed to stop at the stop sign and proceeded into the intersection from the right and made contact with the rear corner of the Zoox vehicle at low speed. Police were not called. The Zoox vehicle was in autonomy in the 30 second period prior to contact."," "
"502-2479","2","Ford Motor Company","10-Day Update","","","MAR-2022","1FMCU0DZ5LU"," ","N/A","Ford","Escape"," ","2020"," ","1a89dae466c3bdd","2562"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Argo AI"," "," "," "," ","Y","Y"," "," ","","MAR-2022"," ","MAR-2022","12:39"," ","1d63fe48b844c16","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Coral Gables"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Traffic Circle","Dry","No Unusual Conditions","30"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Moderate","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," ","Y","Y"," "," ","Yes","Coral Gables Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"855-2464","2","Mercedes-Benz USA, LLC","10-Day Update","","","MAR-2022","W1KCG2EB8NA"," ","N/A","Mercedes-Benz","EQS 450 4Matic"," ","","Y","23b85ceefeb0e4d","58"," ","In-Vehicle and Remote (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Mercedes-Benz"," "," "," "," "," "," "," ","Y","Preparation of Demonstration","MAR-2022"," ","MAR-2022","08:50"," ","e0cdab99aaf1a1f","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Los Angeles"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Parking Lot","Dry","Other, see Narrative","5"," ","Daylight","Y"," "," "," "," "," "," "," ","","Other, see Narrative","Minor","Yes","Parked","No","No"," "," "," ","Y"," "," "," "," "," "," "," ","Other, see Narrative","No","No","No Passengers in Vehicle","1"," "," "," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y","No",""," ","Yes",""," ",""," ",""," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","No additional information to report at this time."," "
"30290-2481","2","Argo AI","10-Day Update","","","MAR-2022","1FMCU0DZ5LU"," ","N/A","Ford","Escape"," ","2020"," ","1a89dae466c3bdd","2562"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Argo AI"," "," "," "," ","Y","Y"," "," ","","MAR-2022"," ","MAR-2022","12:39"," ","1d63fe48b844c16","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Coral Gables"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Traffic Circle","Dry","No Unusual Conditions","30"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Moderate","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," ","Y","Y"," "," ","Yes","Coral Gables Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"30270-2465","2","Waymo LLC","10-Day Update","","","MAR-2022","SADHW2S18M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","04f736aacb7513d","30534"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","MAR-2022"," ","MAR-2022","21:39"," ","810ff5231ba3d6d","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Phoenix"," ","AZ ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","35"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Van","No Injuries Reported","Yes","Proceeding Straight","Yes","Yes"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Stopped","No","Yes","Yes","0"," ","Y"," "," ","Y"," "," ","Y"," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","Yes","Phoenix Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","Yes"," ","The content of this report is unchanged from the initial report submitted on March [XXX], 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. On March [XXX], 2022 at 9:39 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, AZ was in a collision involving a van on [XXX] at [XXX]. The Waymo AV was stopped at a red light on southbound [XXX]"," "
"30270-2556","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S17M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","6928114ae21e747","21701"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","13:00"," ","4aa11f8103e3b99","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," "," "," "," ","Y"," "," ","Proceeding Straight","No","No","Yes","1"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 1:00 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. While traveling southbound on [XXX] at [XXX]"," "
"30270-2555","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S10M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","ed590c651fc2b4e","8771"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","00:49"," ","5c272086feb4f9f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Changing Lanes","No","No"," "," "," "," "," "," "," "," "," "," ","Y","Stopped","No","No","Yes","0"," "," "," "," "," "," "," ","Y"," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 12:49 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. The Waymo AV was stopped at a red light facing west on [XXX] at the [XXX]"," "
"30270-2554","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S19M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","3e2c94c7b8660e0","16818"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","19:45"," ","330b02ca7bf113d","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","35"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," ","Y"," "," "," "," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," "," "," "," ","Y"," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 7:45 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle at the northbound merge lane on the 100 block of [XXX]. While attempting a merge onto northbound v from southbound [XXX],"," "
"30270-2553","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S10M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","fc507050d262298","17237"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","15:02"," ","82533cc71dbe287","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," ","Y"," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," "," "," "," ","Y"," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 3:02 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. The Waymo AV was stopped at a red light facing north on [XXX] at the [XXX]"," "
"30270-2552","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S1XM1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","4c109ee6f767a49","9960"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","15:05"," ","6760a5723220425","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","Other, see Narrative","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","Pickup Truck","No Injuries Reported","Yes","Passing","No","No"," ","Y"," "," "," "," "," "," "," "," "," ","Stopped","No","No","Yes","0"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 3:05 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a pick-up truck on [XXX] near [XXX]. The Waymo AV was traveling westbound on [XXX]"," "
"30270-2551","1","Waymo LLC","Monthly","2","2022","MAR-2022","SADHW2S17M1"," ","N/A","Jaguar","I-Pace"," ","2021"," ","e0571a62a1ccccb","13801"," ","In-Vehicle (Commercial / Test)","5th Generation ADS"," "," ","Yes","ADS","Waymo LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","08:44"," ","a85a7c4da377987","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","No Injuries Reported","Yes","Crossing into Opposing Lane","No","No"," "," "," "," "," "," "," ","Y"," "," "," ","Stopped","No","No","Yes","0"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," ","Y","Y"," "," ","No",""," ","Yes",""," ",""," ",""," ","Yes"," ","On February [XXX], 2022 at 8:44 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a SUV on [XXX] and [XXX]. The Waymo AV was stopped at a stop sign facing west on [XXX]"," "
"502-2525","1","Ford Motor Company","Monthly","3","2022","MAR-2022","3FA6P0MU9KR"," ","N/A","Ford","Fusion"," ","2019"," ","f4ed5e3d6f6498b","13277"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Argo AI"," "," "," "," ","Y","Y"," "," ","","FEB-2022"," ","FEB-2022","8:51"," ","9e854367221d966","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Washington DC"," ","DC ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight"," "," ","Y"," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","Yes","Metropolitan Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"30610-2482","1","Zoox, Inc.","Monthly","2","2022","MAR-2022","5RDDCRFH2GS"," ","N/A","Toyota","Highlander"," ","2016"," ","825a589bfc9c427","52306"," ","In-Vehicle (Commercial / Test)","30.22.02.05"," "," ","Yes","ADS","Zoox"," "," "," "," "," ","Y"," "," ","","FEB-2022"," ","FEB-2022","20:55"," ","2aa124cfd4ca325","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","No","Proceeding Straight","Unknown","Unknown"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","No",""," ","No",""," ",""," ",""," ","Yes"," ","A Zoox vehicle when in autonomous mode was stopped at a traffic light on Brannan Street at 7th Street when a passenger vehicle hit the Zoox vehicle from behind. The passenger vehicle left the scene without exchanging information. There were no injuries and the police were not called."," "
"540-2512","1","General Motors, LLC","Monthly","2","2022","MAR-2022","5G21A6P05L4"," ","N/A","Cruise","AV"," ","2020"," ","4ede896caa0dd6e","32234"," ","Remote (Commercial / Test)","","Y"," ","Yes","ADS","Cruise LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","00:48"," ","027edaee5964dad","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Making Left Turn","No","No"," ","Y","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","No","No","No Passengers in Vehicle","13"," "," "," "," "," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Yes","","Y","","Y","","Y","Unknown, see Narrative"," ","On March [XXX], 2022, GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order"").  General Motors LLC (""GM"") manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise""s responses to these fields, and incorporates Cruise""s responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: Cruise Report ID 30412-2476-1)"," "
"30290-2471","1","Argo AI","Monthly","3","2022","MAR-2022","3FA6P0MU9KR"," ","N/A","Ford","Fusion"," ","2019"," ","f4ed5e3d6f6498b","13277"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Argo AI"," "," "," "," ","Y","Y"," "," ","","FEB-2022"," ","FEB-2022","8:51"," ","9e854367221d966","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Washington DC"," ","DC ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight"," "," ","Y"," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","Yes","Metropolitan Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"30412-2476","1","Cruise LLC","Monthly","2","2022","MAR-2022","5G21A6P05L4"," ","N/A","Cruise","AV"," ","2020"," ","4ede896caa0dd6e","32234"," ","Remote (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Cruise LLC"," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","00:48"," ","027edaee5964dad","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Francisco"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","25"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Passenger Car","No Injuries Reported","Yes","Making Left Turn","No","No"," ","Y","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","No","No","No Passengers in Vehicle","13"," "," "," "," "," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Yes","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on southbound [XXX] at the intersection with [XXX]. At the intersection, an Acura Sedan was stopped in front of the Cruise AV in the left southbound lane. To the right of the Cruise AV, was a BMW Sedan in the right southbound lane. In response to the green light, the Acura Sedan made a signaled left turn onto [XXX] as the BMW Sedan stayed parallel to the Cruise AV. As the Cruise AV entered the intersection, the BMW Sedan made a prohibited left turn from the right southbound lane on [XXX] with no turn signal. The Cruise AV braked and, shortly thereafter, the BMW Sedan made contact with the Cruise AV, damaging the front right bumper of the Cruise AV. The driver of the BMW Sedan left the scene without exchanging information. There were no injuries and Cruise filed a police report on February [XXX], 2022. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"502-2479","1","Ford Motor Company","1-Day","","","MAR-2022","1FMCU0DZ5LU"," ","N/A","Ford","Escape"," ","2020"," ","1a89dae466c3bdd","2562"," ","In-Vehicle (Commercial / Test)","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","Yes","ADS","Argo AI"," "," "," "," ","Y","Y"," "," ","","MAR-2022"," ","MAR-2022","12:39"," ","1d63fe48b844c16","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Coral Gables"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Traffic Circle","Dry","No Unusual Conditions","30"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Moderate","Yes","Proceeding Straight","No","No"," "," "," "," "," ","Y"," "," "," "," "," ","Stopped","No","No","Yes","0"," "," "," "," ","Y"," "," "," "," "," "," "," "," ","Y"," "," ","Y","Y"," "," ","Yes","Coral Gables Police Department"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
