"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"13781-2832","1","Tesla, Inc.","1-Day","","","APR-2022","5YJYGDEE8MF"," ","N/A","Tesla","Model Y"," ","2021"," ","e173046587c84a6","15969"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","13:40"," ","d3815b7967bf80c","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Minnetonka"," ","MN ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2831","1","Tesla, Inc.","1-Day","","","APR-2022","5YJSA1E27HF"," ","N/A","Tesla","Model S"," ","2017"," ","eccb9c783bdae6c","78949"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","19:20"," ","85fbea342131629","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Oak Hill"," ","TN ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2829","1","Tesla, Inc.","1-Day","","","APR-2022","5YJ3E1EB7KF"," ","N/A","Tesla","Model 3"," ","2019"," ","dc19fd943a9934f","55193"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","15:04"," ","843f0b37e656f8d","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rothsay"," ","MN ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2826","1","Tesla, Inc.","1-Day","","","APR-2022","5YJSA1E12FF"," ","N/A","Tesla","Model S"," ","2015"," ","97e18fafff44823","58797"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","13:32"," ","876ca07180ca1bf","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Antonio"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2825","1","Tesla, Inc.","1-Day","","","APR-2022","5YJYGDEE7MF"," ","N/A","Tesla","Model Y"," ","2021"," ","88d59ee16627230","16562"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","04:13"," ","a7e638c483986d2","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Miami"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2824","1","Tesla, Inc.","1-Day","","","APR-2022","5YJ3E1EB6JF"," ","N/A","Tesla","Model 3"," ","2018"," ","63933be8ce4584d","91626"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","05:42"," ","aedef795d554039","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Anaheim"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2817","1","Tesla, Inc.","1-Day","","","APR-2022","5YJYGAEE5MF"," ","N/A","Tesla","Model Y"," ","2021"," ","d007f0ec6a7679f","8892"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","06:55"," ","1da6bf423fa3c6b","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Montrose"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2801","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJ3E1EB5KF"," ","N/A","Tesla","Model 3"," ","2019"," ","6b0e18ecf34cb9e","48268"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","13:46"," ","fbdc37bae192753","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Napa"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","55"," ","Dawn / Dusk","Y"," "," "," "," "," "," "," ","","SUV","Unknown","Yes","Unknown","Unknown","Unknown"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Proceeding Straight","No","Yes","Unknown","9"," ","Y"," "," ","Y"," "," ","Y"," "," "," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2796","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJYGDEE2MF"," ","N/A","Tesla","Model Y"," ","2021"," ","80ad8d234eac66a","25910"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","04:44"," ","587e598f2625ffb","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Conshohocken"," ","PA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","No Unusual Conditions","55"," ","Dark - Not Lighted"," "," "," "," ","Y"," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","34"," "," "," "," "," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2782","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJYGDEF1LF"," ","N/A","Tesla","Model Y"," ","2020"," ","dc965f337d43bc2","20111"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","00:47"," ","9c8047ae1d8e92c","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Washington Township"," ","PA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","No Unusual Conditions","70"," ","Dark - Not Lighted"," ","Y"," "," ","Y"," "," "," ","","Other, see Narrative","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," ","Y","Y"," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2781","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJYGDEE0LF"," ","N/A","Tesla","Model Y"," ","2020"," ","d9824aac82c20e7","53378"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","05:59"," ","d3e57c95a79d6bc","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Marengo"," ","OH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Snow / Slush / Ice","Traffic Incident","70"," ","Dark - Not Lighted"," ","Y"," "," "," "," "," "," ","","Van","Unknown","Yes","Stopped","Unknown","Unknown"," "," "," "," "," "," "," ","Y","Y"," "," ","Other, see Narrative","Yes","Unknown","Unknown","81"," "," ","Y","Y"," "," ","Y"," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2780","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJYGAEEXMF"," ","N/A","Tesla","Model Y"," ","2021"," ","f417f35d9c01d20","3495"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","20:21"," ","7a4d2bd1cb7bc73","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","New Castle"," ","DE ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","46"," "," "," ","Y"," "," ","Y"," ","Y","Y"," "," ","Y"," "," "," "," ","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2795","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJ3E1EA9JF"," ","N/A","Tesla","Model 3"," ","2018"," ","2248ab06e599fa8","","Y","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","Y","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","","Y","APR-2022","","Y"," ","","Y","","Y","","Y","","Y","UNK","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Unknown","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2727","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJ3E1EA1JF"," ","N/A","Tesla","Model 3"," ","2018"," ","7cd840f253c0032","51340"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","19:52"," ","6bf372846895033","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Livermore"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Intersection","Dry","No Unusual Conditions","35"," ","Daylight","Y"," "," "," "," "," "," "," ","","Pickup Truck","Unknown","Yes","Proceeding Straight","Unknown","Unknown"," "," "," "," "," ","Y"," "," ","Y"," "," ","Making Left Turn","Yes","Unknown","Unknown","4"," "," ","Y","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2729","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJYGDEF8LF"," ","N/A","Tesla","Model Y"," ","2020"," ","88c7c386abaa900","16348"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","03:15"," ","f94f2001ca04639","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Seattle"," ","WA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","60"," ","Dawn / Dusk","Y"," "," "," "," "," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Changing Lanes","Yes","Unknown","Unknown","56"," "," "," ","Y"," "," ","Y"," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2740","2","Tesla, Inc.","10-Day Update","","","APR-2022","5YJXCAE28GF"," ","N/A","Tesla","Model X"," ","2016"," ","b2ccae6b7342883","82744"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," "," "," "," "," ","Y"," ","","APR-2022"," ","APR-2022","05:00"," ","2ea08b89dbd016d","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Fort Lauderdale"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","Unknown","","Y","Unknown","Y"," "," "," "," "," "," "," ","","First Responder Vehicle","Minor","Yes","Unknown","Unknown","Unknown"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Unknown","Yes","Unknown","Unknown","74"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," "," "," "," "," "," ","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2806","1","Tesla, Inc.","1-Day","","","APR-2022","5YJSA1E24KF"," ","N/A","Tesla","Model S"," ","2019"," ","a43088417b7894a","32889"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","14:18"," ","dfa3f852fbadbd9","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Miami"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2805","1","Tesla, Inc.","1-Day","","","APR-2022","5YJ3E1EC5NF"," ","N/A","Tesla","Model 3"," ","2022"," ","c5b0919a96486b8","11841"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","11:16"," ","71b0c01af636f68","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Ayden"," ","NC ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2804","1","Tesla, Inc.","1-Day","","","APR-2022","5YJ3E1EB1MF"," ","N/A","Tesla","Model 3"," ","2021"," ","678add3c2d8ffec","30866"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","APR-2022"," ","APR-2022","20:32"," ","7fc483c85242648","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Pittsburgh"," ","PA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-2802","1","Honda (American Honda Motor Co.)","1-Day","","","APR-2022","2HKRW2H86LH"," ","n/a","Honda","CRV"," ","2020"," ","16506393e132805","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","MAR-2022"," ","APR-2022","","Y","1a44da55289426e","","Y","","Y","","Y","","Y","PA ","","Y","Street","Snow / Slush / Ice","Other, see Narrative","","Y","Unknown"," ","Y"," "," "," "," "," "," ","","Unknown","No Injuries Reported","Unknown","Stopped","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was driving down a road and crashed into a stopped vehicle in the middle of the road. Customer was unable to avoid the vehicle due to the snowstorm conditions. Customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
